gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000982825,3.841167714985355e-05,0.07203389830508475,5313,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Cronobacter,s__Cronobacter sakazakii,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
G001620305,3.841167714985355e-05,0.0423728813559322,7472,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus fascians,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
G001876005,3.841167714985355e-05,0.11016949152542373,9547,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium diphtheriae,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
G001070095,3.841167714985355e-05,0.0635593220338983,5976,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces cattleya,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
G000427645,3.841167714985355e-05,0.029661016949152543,3058,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas phyllosphaerae,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
G000414525,3.961204206078648e-05,0.038135593220338986,2787,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.006429456213871254,0.0014969380042401097,0.027172676446287354
G000401515,3.961204206078648e-05,0.0635593220338983,2687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Piscirickettsia,s__Piscirickettsia salmonis,t__,0.006429456213871254,0.0014969380042401097,0.027172676446287354
G001639025,4.08124069717194e-05,0.059322033898305086,7562,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium afermentans,t__Corynebacterium afermentans subsp. afermentans,0.006623711977112645,0.001570936448826294,0.027480966871610366
G001594265,4.08124069717194e-05,0.07203389830508475,7361,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter actinomycetemcomitans,t__,0.006623711977112645,0.001570936448826294,0.027480966871610366
G001484935,4.08124069717194e-05,0.08898305084745763,6921,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,t__,0.006623711977112645,0.001570936448826294,0.027480966871610366
G000512205,4.08124069717194e-05,0.05508474576271186,3682,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sanxanigenens,t__,0.006623711977112645,0.001570936448826294,0.027480966871610366
G000478985,4.08124069717194e-05,0.1016949152542373,3515,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus sp. BV3C26,t__,0.006623711977112645,0.001570936448826294,0.027480966871610366
G000160875,4.201277188265233e-05,0.05508474576271186,840,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus iners,t__,0.006817933898570772,0.0016460170601150272,0.027788108530728894
G000827595,4.201277188265233e-05,0.0847457627118644,4973,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Necropsobacter,s__Necropsobacter massiliensis,t__,0.006817933898570772,0.0016460170601150272,0.027788108530728894
G001553955,4.201277188265233e-05,0.05084745762711865,7144,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella osloensis,t__,0.006817933898570772,0.0016460170601150272,0.027788108530728894
G000210715,4.201277188265233e-05,0.06779661016949153,1227,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Fretibacterium,s__Fretibacterium fastidiosum,t__,0.006817933898570772,0.0016460170601150272,0.027788108530728894
G000191545,4.201277188265233e-05,0.0423728813559322,1106,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus acidophilus,t__,0.006817933898570772,0.0016460170601150272,0.027788108530728894
G000768955,4.321313679358525e-05,0.0847457627118644,4778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas crevioricanis,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G001025175,4.321313679358525e-05,0.038135593220338986,5855,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G000367345,4.321313679358525e-05,0.03389830508474576,2336,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium xenophagum,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G000154205,4.321313679358525e-05,0.0635593220338983,730,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G000159095,4.321313679358525e-05,0.07627118644067797,811,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus tetradius,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G001295845,4.321313679358525e-05,0.05084745762711865,6180,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. AAP120,t__,0.007012121983003272,0.001722150369640305,0.028094130901471823
G001457795,4.441350170451818e-05,0.08898305084745763,6795,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. SIT9,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G000016565,4.441350170451818e-05,0.06779661016949153,288,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas mendocina,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G000259095,4.441350170451818e-05,0.046610169491525424,1626,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Citreicella,s__Citreicella sp. 357,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G000799115,4.441350170451818e-05,0.06779661016949153,4848,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter glucosidilyticus,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G000025205,4.441350170451818e-05,0.07203389830508475,520,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G001746855,4.441350170451818e-05,0.06779661016949153,7851,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces hongkongensis,t__,0.007206276235087072,0.0017993081987088613,0.028399062171736437
G000568755,4.56138666154511e-05,0.0635593220338983,3853,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Borreliaceae,g__Borrelia,s__Borrelia coriaceae,t__,0.007400396659523412,0.0018774635806370031,0.028702929317458326
G000318335,4.56138666154511e-05,0.07627118644067797,2078,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. oral taxon 181,t__,0.007400396659523412,0.0018774635806370031,0.028702929317458326
G001559795,4.56138666154511e-05,0.11016949152542373,7153,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus hongkongensis,t__,0.007400396659523412,0.0018774635806370031,0.028702929317458326
G000146345,4.6814231526384025e-05,0.0847457627118644,661,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus duerdenii,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000219605,4.6814231526384025e-05,0.059322033898305086,1308,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas stutzeri,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000712635,4.6814231526384025e-05,0.06779661016949153,4310,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella xiamenensis,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000466165,4.6814231526384025e-05,0.03389830508474576,3421,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum sp. oral taxon 183,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000163775,4.6814231526384025e-05,0.05084745762711865,860,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Simonsiella,s__Simonsiella muelleri,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G001447195,4.6814231526384025e-05,0.06779661016949153,6775,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Aquabacterium,s__Aquabacterium parvum,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000312365,4.6814231526384025e-05,0.03389830508474576,1990,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus provenciensis,t__,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000006865,4.6814231526384025e-05,0.038135593220338986,7,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis,t__Lactococcus lactis subsp. lactis,0.007594483260991103,0.0019565906888640554,0.029005758174405906
G000171775,4.8014596437316946e-05,0.13135593220338984,923,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Gemmataceae,g__Gemmata,s__Gemmata obscuriglobus,t__,0.007788536044243788,0.0020366647705153274,0.02930757350480888
G000159115,4.8014596437316946e-05,0.06779661016949153,812,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,t__,0.007788536044243788,0.0020366647705153274,0.02930757350480888
G000220835,4.8014596437316946e-05,0.046610169491525424,1324,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. oral taxon 448,t__,0.007788536044243788,0.0020366647705153274,0.02930757350480888
G000156035,4.8014596437316946e-05,0.09322033898305085,766,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Tyzzerella,s__Tyzzerella nexilis,t__,0.007788536044243788,0.0020366647705153274,0.02930757350480888
G001457475,4.8014596437316946e-05,0.059322033898305086,6794,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,s__Achromobacter xylosoxidans,t__,0.007788536044243788,0.0020366647705153274,0.02930757350480888
G000210575,4.9214961348249874e-05,0.06779661016949153,1225,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes shahii,t__,0.007982555013957837,0.0021176620847680946,0.029608399058692912
G001440405,4.9214961348249874e-05,0.0423728813559322,6745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium valentinum,t__,0.007982555013957837,0.0021176620847680946,0.029608399058692912
G000496735,4.9214961348249874e-05,0.07203389830508475,3591,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloglobulus,s__Methyloglobulus morosus,t__,0.007982555013957837,0.0021176620847680946,0.029608399058692912
G000435035,5.0415326259182794e-05,0.05084745762711865,3262,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. CAG:1061,t__,0.008176540174834823,0.002199559845790771,0.029908257631142122
G000614065,5.1615691170115715e-05,0.1016949152542373,3944,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentasini,t__,0.008370491531576985,0.002282336169709742,0.03020717111528398
G000013365,5.1615691170115715e-05,0.0423728813559322,194,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.008370491531576985,0.002282336169709742,0.03020717111528398
G000270145,5.1615691170115715e-05,0.0635593220338983,1684,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gallolyticus,t__Streptococcus gallolyticus subsp. gallolyticus,0.008370491531576985,0.002282336169709742,0.03020717111528398
G000466245,5.2816056081048636e-05,0.07203389830508475,3422,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces johnsonii,t__,0.008564409088858804,0.002365970025302245,0.03050516055154048
G000009865,5.2816056081048636e-05,0.046610169491525424,87,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus haemolyticus,t__,0.008564409088858804,0.002365970025302245,0.03050516055154048
G001022135,5.4016420991981563e-05,0.08898305084745763,5850,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera intermedia,t__,0.008758292851434812,0.0024504411881610347,0.030802246173675607
G000011065,5.4016420991981563e-05,0.046610169491525424,119,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,t__,0.008758292851434812,0.0024504411881610347,0.030802246173675607
G000006785,5.4016420991981563e-05,0.03389830508474576,5,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pyogenes,t__,0.008758292851434812,0.0024504411881610347,0.030802246173675607
G000515315,5.4016420991981563e-05,0.0635593220338983,3709,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Asinibacterium,s__Asinibacterium sp. OR53,t__,0.008758292851434812,0.0024504411881610347,0.030802246173675607
G000422165,5.5216785902914484e-05,0.059322033898305086,2879,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus,t__,0.008952142823977716,0.0025357301978710285,0.03109844745130019
G001571285,5.641715081384741e-05,0.07203389830508475,7247,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera cryocrescens,t__,0.00914595901118953,0.002621818318175014,0.03139378312992485
G000380065,5.761751572478033e-05,0.1440677966101695,2534,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus massiliensis,t__,0.009339741417770497,0.0027086874997173643,0.03168827126815512
G000269805,5.761751572478033e-05,0.07203389830508475,1678,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces massiliensis,t__,0.009339741417770497,0.0027086874997173643,0.03168827126815512
G000160075,5.761751572478033e-05,0.08050847457627118,824,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Abiotrophia,s__Abiotrophia defectiva,t__,0.009339741417770497,0.0027086874997173643,0.03168827126815512
G000156575,5.761751572478033e-05,0.08898305084745763,778,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus lactolyticus,t__,0.009339741417770497,0.0027086874997173643,0.03168827126815512
G000938285,5.761751572478033e-05,0.05084745762711865,5066,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP857,t__,0.009339741417770497,0.0027086874997173643,0.03168827126815512
G000018665,5.881788063571326e-05,0.11016949152542373,343,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,s__Delftia acidovorans,t__,0.009533490048393767,0.002796320345218265,0.03198192927246743
G000162475,6.001824554664618e-05,0.11864406779661017,851,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella elegans,t__,0.009727204907811204,0.00288470007694531,0.0322747739299457
G000949895,6.121861045757911e-05,0.06779661016949153,5085,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium arsenijevicii,t__,0.009920886000696516,0.0029738105061305996,0.03256682143855552
G001558935,6.121861045757911e-05,0.0635593220338983,7149,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter amalonaticus,t__,0.009920886000696516,0.0029738105061305996,0.03256682143855552
G000648515,6.241897536851203e-05,0.08898305084745763,4076,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii,t__,0.010114533331748277,0.003063636004412026,0.032858087435905646
G000239275,6.241897536851203e-05,0.09322033898305085,1475,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Anaeroglobus,s__Anaeroglobus geminatus,t__,0.010114533331748277,0.003063636004412026,0.032858087435905646
G000312445,6.361934027944495e-05,0.13983050847457626,1994,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__Phocaeicola,s__Phocaeicola abscessus,t__,0.010308146905639415,0.003154161476967841,0.03314858702601398
G000447675,6.361934027944495e-05,0.08050847457627118,3387,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema pedis,t__,0.010308146905639415,0.003154161476967841,0.03314858702601398
G900011245,6.361934027944495e-05,0.0635593220338983,10013,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp.,t__,0.010308146905639415,0.003154161476967841,0.03314858702601398
G000381265,6.481970519037788e-05,0.05084745762711865,2556,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Curvibacter,s__Curvibacter lanceolatus,t__,0.01050172672712002,0.0032453723373546076,0.033438334804672
G000247895,6.481970519037788e-05,0.09745762711864407,1567,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Raoultella,s__Raoultella ornithinolytica,t__,0.01050172672712002,0.0032453723373546076,0.033438334804672
G000009925,6.602007010131079e-05,0.03389830508474576,89,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,t__,0.010695272800862798,0.0033372544837369823,0.03372734488291075
G000980895,6.842079992317665e-05,0.05084745762711865,5300,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Ag1,t__,0.011082263723927288,0.0035229785179475264,0.03430320609165437
G000160555,6.962116483410958e-05,0.1440677966101695,831,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas noxia,t__,0.011275708582617394,0.0036167944311013243,0.034590083215270295
G000221605,6.962116483410958e-05,0.08898305084745763,1330,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. oral taxon 780,t__,0.011275708582617394,0.0036167944311013243,0.034590083215270295
G000934225,7.08215297450425e-05,0.07203389830508475,5048,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.011469119712384845,0.003711229642502919,0.034876274663242404
G001427625,7.202189465597542e-05,0.0847457627118644,6534,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium sp. Root651,t__,0.011662497117901904,0.003806272163829394,0.03516179243308848
G000372405,7.322225956690833e-05,0.1228813559322034,2367,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.011855840803863926,0.0039019103754535413,0.03544664815367603
G000158195,7.322225956690833e-05,0.15677966101694915,793,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium mortiferum,t__,0.011855840803863926,0.0039019103754535413,0.03544664815367603
G000024225,7.442262447784126e-05,0.11440677966101695,484,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.012049150774941175,0.003998133010703817,0.0357308531008675
G000508745,7.442262447784126e-05,0.1016949152542373,3661,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus sp. DORA_6_22,t__,0.012049150774941175,0.003998133010703817,0.0357308531008675
G000023145,7.442262447784126e-05,0.05084745762711865,448,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium kroppenstedtii,t__,0.012049150774941175,0.003998133010703817,0.0357308531008675
G000163695,7.442262447784126e-05,0.13135593220338984,859,k__Bacteria,p__Bacteroidetes,c__,o__,f__,g__,s__Bacteroidetes oral taxon 274,t__,0.012049150774941175,0.003998133010703817,0.0357308531008675
G000007265,7.442262447784126e-05,0.0635593220338983,19,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus agalactiae,t__,0.012049150774941175,0.003998133010703817,0.0357308531008675
G000185505,7.562298938877418e-05,0.11440677966101695,1049,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__Pseudoramibacter alactolyticus,t__,0.012242427035881631,0.004094929141050949,0.036014418212536065
G000154345,7.562298938877418e-05,0.07203389830508475,735,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminiclostridium,s__[Clostridium] leptum,t__,0.012242427035881631,0.004094929141050949,0.036014418212536065
G000177335,7.562298938877418e-05,0.038135593220338986,986,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Pyramidobacter,s__Pyramidobacter piscolens,t__,0.012242427035881631,0.004094929141050949,0.036014418212536065
G000694955,7.68233542997071e-05,0.07627118644067797,4171,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena,t__,0.012435669591355225,0.0041922881619617346,0.036297354102405185
G000378725,7.68233542997071e-05,0.1228813559322034,2491,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus lacrimalis,t__,0.012435669591355225,0.0041922881619617346,0.036297354102405185
G000763765,7.68233542997071e-05,0.07627118644067797,4733,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.012435669591355225,0.0041922881619617346,0.036297354102405185
G000719265,7.922408412157296e-05,0.09745762711864407,4355,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces roseoverticillatus,t__,0.01282205360468247,0.0043886539983176084,0.03686137913086139
G000415085,7.922408412157296e-05,0.046610169491525424,2789,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecalis,t__,0.01282205360468247,0.0043886539983176084,0.03686137913086139
G001536045,7.922408412157296e-05,0.09322033898305085,7083,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.01282205360468247,0.0043886539983176084,0.03686137913086139
G001641695,8.042444903250588e-05,0.05084745762711865,7567,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium neotropicale,t__,0.013015195071899854,0.00448764110840456,0.037142487993234136
G001431645,8.16248139434388e-05,0.08898305084745763,6587,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas panacihumi,t__,0.013208302852455778,0.004587151675041836,0.03742300710482918
G000508405,8.16248139434388e-05,0.038135593220338986,3659,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.013208302852455778,0.004587151675041836,0.03742300710482918
G000177555,8.16248139434388e-05,0.07627118644067797,989,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera genomosp. type_1,t__,0.013208302852455778,0.004587151675041836,0.03742300710482918
G001908185,8.282517885437172e-05,0.038135593220338986,9653,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. AS23.2,t__,0.01340137695101884,0.004687176527302328,0.037702945645761245
