gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000435035,3.601094732798771e-05,0.046610169491525424,3262,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. CAG:1061,t__,0.0059680612542081235,0.0013257477515726344,0.026435856790943846
G000769075,3.601094732798771e-05,0.07203389830508475,4779,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. COT-290 OH3588,t__,0.0059680612542081235,0.0013257477515726344,0.026435856790943846
G001558935,3.721131223892063e-05,0.07203389830508475,7149,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter amalonaticus,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G001553955,3.721131223892063e-05,0.059322033898305086,7144,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella osloensis,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G000797445,3.721131223892063e-05,0.05084745762711865,4842,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lacinutrix,s__Lacinutrix jangbogonensis,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G000006785,3.721131223892063e-05,0.029661016949152543,5,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pyogenes,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G000072485,3.721131223892063e-05,0.05084745762711865,584,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas maltophilia,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G000311825,3.721131223892063e-05,0.07627118644067797,1970,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus grossensis,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G001876005,3.721131223892063e-05,0.11016949152542373,9547,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium diphtheriae,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G000712635,3.721131223892063e-05,0.07627118644067797,4310,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella xiamenensis,t__,0.006166449888460157,0.0013985497702916141,0.026753476994585367
G001594265,3.841167714985355e-05,0.0635593220338983,7361,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter actinomycetemcomitans,t__,0.0063648033020420325,0.001472557695679397,0.027069821978452688
G000269605,3.841167714985355e-05,0.029661016949152543,1677,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia wiggsiae,t__,0.0063648033020420325,0.001472557695679397,0.027069821978452688
G000318335,3.841167714985355e-05,0.06779661016949153,2078,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. oral taxon 181,t__,0.0063648033020420325,0.001472557695679397,0.027069821978452688
G000179055,3.841167714985355e-05,0.0847457627118644,1002,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bryantii,t__,0.0063648033020420325,0.001472557695679397,0.027069821978452688
G000169335,3.961204206078648e-05,0.11440677966101695,905,k__Bacteria,p__Cyanobacteria,c__,o__Oscillatoriales,f__Cyanothecaceae,g__Cyanothece,s__Cyanothece sp. CCY0110,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G001447195,3.961204206078648e-05,0.0635593220338983,6775,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Aquabacterium,s__Aquabacterium parvum,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G001620305,3.961204206078648e-05,0.0423728813559322,7472,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus fascians,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G001043915,3.961204206078648e-05,0.029661016949152543,5914,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium aquaticum,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G000019725,3.961204206078648e-05,0.05084745762711865,361,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium radiotolerans,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G000239815,3.961204206078648e-05,0.029661016949152543,1478,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. STM 3843,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G000367345,3.961204206078648e-05,0.046610169491525424,2336,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium xenophagum,t__,0.006563121499943869,0.0015477365968512725,0.027384926683250897
G000159095,4.08124069717194e-05,0.07203389830508475,811,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus tetradius,t__,0.006761404487154454,0.0016240531697964394,0.027698824422808577
G000210575,4.08124069717194e-05,0.0635593220338983,1225,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes shahii,t__,0.006761404487154454,0.0016240531697964394,0.027698824422808577
G000025225,4.08124069717194e-05,0.06779661016949153,521,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Mageeibacillus,s__Mageeibacillus indolicus,t__,0.006761404487154454,0.0016240531697964394,0.027698824422808577
G001275345,4.08124069717194e-05,0.05084745762711865,6107,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria palustris,t__,0.006761404487154454,0.0016240531697964394,0.027698824422808577
G000950575,4.201277188265233e-05,0.046610169491525424,5089,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp. IHBB 11108,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G001484935,4.201277188265233e-05,0.0847457627118644,6921,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter johnsonii,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G000648515,4.201277188265233e-05,0.0847457627118644,4076,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G000315525,4.201277188265233e-05,0.07203389830508475,2029,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium yanoikuyae,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G000220835,4.201277188265233e-05,0.046610169491525424,1324,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. oral taxon 448,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G000799115,4.201277188265233e-05,0.07203389830508475,4848,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter glucosidilyticus,t__,0.006959652268582639,0.0017014756330426505,0.028011546988258418
G000160875,4.321313679358525e-05,0.046610169491525424,840,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus iners,t__,0.0071578648492179875,0.0017799736318619454,0.028323124744147683
G000158315,4.321313679358525e-05,0.1059322033898305,797,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium ulcerans,t__,0.0071578648492179875,0.0017799736318619454,0.028323124744147683
G000935165,4.321313679358525e-05,0.05084745762711865,5062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__Comamonas aquatica,t__,0.0071578648492179875,0.0017799736318619454,0.028323124744147683
G000146345,4.321313679358525e-05,0.07203389830508475,661,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus duerdenii,t__,0.0071578648492179875,0.0017799736318619454,0.028323124744147683
G001559795,4.441350170451818e-05,0.1016949152542373,7153,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus hongkongensis,t__,0.007356042234049065,0.0018595181500101667,0.02863358671653786
G000380065,4.441350170451818e-05,0.06779661016949153,2534,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus massiliensis,t__,0.007356042234049065,0.0018595181500101667,0.02863358671653786
G001742225,4.441350170451818e-05,0.029661016949152543,7844,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium resinovorum,t__,0.007356042234049065,0.0018595181500101667,0.02863358671653786
G000163775,4.441350170451818e-05,0.05508474576271186,860,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Simonsiella,s__Simonsiella muelleri,t__,0.007356042234049065,0.0018595181500101667,0.02863358671653786
G001070095,4.441350170451818e-05,0.07203389830508475,5976,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces cattleya,t__,0.007356042234049065,0.0018595181500101667,0.02863358671653786
G000270145,4.56138666154511e-05,0.05508474576271186,1684,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gallolyticus,t__Streptococcus gallolyticus subsp. gallolyticus,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000496735,4.56138666154511e-05,0.07627118644067797,3591,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloglobulus,s__Methyloglobulus morosus,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000269805,4.56138666154511e-05,0.059322033898305086,1678,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces massiliensis,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000154205,4.56138666154511e-05,0.06779661016949153,730,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G001421995,4.56138666154511e-05,0.03389830508474576,6465,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf231,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000599385,4.56138666154511e-05,0.038135593220338986,3904,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000466165,4.56138666154511e-05,0.0423728813559322,3421,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinobaculum,s__Actinobaculum sp. oral taxon 183,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000478985,4.56138666154511e-05,0.1016949152542373,3515,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus sp. BV3C26,t__,0.007554184427982613,0.0019400814283616497,0.028942960674210913
G000414525,4.6814231526384025e-05,0.046610169491525424,2787,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.007752291436007641,0.0020216368898924517,0.029251273204009
G000239275,4.6814231526384025e-05,0.06779661016949153,1475,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Anaeroglobus,s__Anaeroglobus geminatus,t__,0.007752291436007641,0.0020216368898924517,0.029251273204009
G000515315,4.6814231526384025e-05,0.05084745762711865,3709,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Asinibacterium,s__Asinibacterium sp. OR53,t__,0.007752291436007641,0.0020216368898924517,0.029251273204009
G000312365,4.6814231526384025e-05,0.059322033898305086,1990,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus provenciensis,t__,0.007752291436007641,0.0020216368898924517,0.029251273204009
G000219605,4.8014596437316946e-05,0.0423728813559322,1308,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas stutzeri,t__,0.007950363263111493,0.002104159070236894,0.029558549780112714
G000768955,4.8014596437316946e-05,0.09745762711864407,4778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas crevioricanis,t__,0.007950363263111493,0.002104159070236894,0.029558549780112714
G000233535,4.8014596437316946e-05,0.03389830508474576,1419,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. oral taxon 809,t__,0.007950363263111493,0.002104159070236894,0.029558549780112714
G000512205,4.8014596437316946e-05,0.05508474576271186,3682,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sanxanigenens,t__,0.007950363263111493,0.002104159070236894,0.029558549780112714
G001025175,4.9214961348249874e-05,0.0423728813559322,5855,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,t__,0.008148399914201354,0.002187623553400884,0.02986481482817333
G001457795,4.9214961348249874e-05,0.09322033898305085,6795,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. SIT9,t__,0.008148399914201354,0.002187623553400884,0.02986481482817333
G000466245,4.9214961348249874e-05,0.07627118644067797,3422,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces johnsonii,t__,0.008148399914201354,0.002187623553400884,0.02986481482817333
G000980895,5.0415326259182794e-05,0.05508474576271186,5300,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Ag1,t__,0.008346401394264569,0.002272006912271571,0.03017009178511862
G000011065,5.0415326259182794e-05,0.03389830508474576,119,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,t__,0.008346401394264569,0.002272006912271571,0.03017009178511862
G000159115,5.1615691170115715e-05,0.05084745762711865,812,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium accolens,t__,0.008544367708287592,0.0023572866533102463,0.03047440315430048
G000171775,5.2816056081048636e-05,0.13983050847457626,923,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Gemmataceae,g__Gemmata,s__Gemmata obscuriglobus,t__,0.008742298861176945,0.0024434411651563966,0.03077777055673529
G000247895,5.2816056081048636e-05,0.07627118644067797,1567,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Raoultella,s__Raoultella ornithinolytica,t__,0.008742298861176945,0.0024434411651563966,0.03077777055673529
G001941805,5.4016420991981563e-05,0.0847457627118644,9821,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter junii,t__,0.008940194857918637,0.00253044967091425,0.031080214779131116
G000159155,5.4016420991981563e-05,0.046610169491525424,813,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.008940194857918637,0.00253044967091425,0.031080214779131116
G001457475,5.5216785902914484e-05,0.06779661016949153,6794,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,s__Achromobacter xylosoxidans,t__,0.009138055703498571,0.002618292183615839,0.03138175581826803
G000156035,5.641715081384741e-05,0.09745762711864407,766,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Tyzzerella,s__Tyzzerella nexilis,t__,0.009335881402822266,0.002706949464689551,0.031682412922371526
G000158195,5.641715081384741e-05,0.13135593220338984,793,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium mortiferum,t__,0.009335881402822266,0.002706949464689551,0.031682412922371526
G001571285,5.761751572478033e-05,0.08050847457627118,7247,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera cryocrescens,t__,0.009533671960874845,0.0027964029852989777,0.031982204630088586
G000160555,5.761751572478033e-05,0.1059322033898305,831,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas noxia,t__,0.009533671960874845,0.0027964029852989777,0.031982204630088586
G000009925,5.881788063571326e-05,0.038135593220338986,89,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis,t__,0.009731427382641655,0.002886634890117347,0.03228114880655696
G000614065,6.001824554664618e-05,0.13559322033898305,3944,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentasini,t__,0.009929147673027328,0.0029776279634397707,0.0325792626771337
G000009865,6.001824554664618e-05,0.06779661016949153,87,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus haemolyticus,t__,0.009929147673027328,0.0029776279634397707,0.0325792626771337
G000381265,6.001824554664618e-05,0.0423728813559322,2556,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Curvibacter,s__Curvibacter lanceolatus,t__,0.009929147673027328,0.0029776279634397707,0.0325792626771337
G001022135,6.001824554664618e-05,0.1016949152542373,5850,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera intermedia,t__,0.009929147673027328,0.0029776279634397707,0.0325792626771337
G000447675,6.001824554664618e-05,0.09745762711864407,3387,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema pedis,t__,0.009929147673027328,0.0029776279634397707,0.0325792626771337
G000162475,6.121861045757911e-05,0.13135593220338984,851,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella elegans,t__,0.010126832837015654,0.003069365597563838,0.03287656285932915
G000018665,6.121861045757911e-05,0.13559322033898305,343,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,s__Delftia acidovorans,t__,0.010126832837015654,0.003069365597563838,0.03287656285932915
G001440405,6.361934027944495e-05,0.03389830508474576,6745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium valentinum,t__,0.01052209780565827,0.003255010980844889,0.033468785765028077
G000210715,6.361934027944495e-05,0.059322033898305086,1227,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Fretibacterium,s__Fretibacterium fastidiosum,t__,0.01052209780565827,0.003255010980844889,0.033468785765028077
G001431645,6.361934027944495e-05,0.07627118644067797,6587,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas panacihumi,t__,0.01052209780565827,0.003255010980844889,0.033468785765028077
G900011245,6.722043501224373e-05,0.038135593220338986,10013,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp.,t__,0.011114731934557365,0.0035386798754649933,0.034351401090891694
G001693385,6.722043501224373e-05,0.038135593220338986,7729,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium icense,t__,0.011114731934557365,0.0035386798754649933,0.034351401090891694
G000156575,6.722043501224373e-05,0.11016949152542373,778,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus lactolyticus,t__,0.011114731934557365,0.0035386798754649933,0.034351401090891694
G000949895,6.842079992317665e-05,0.0635593220338983,5085,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium arsenijevicii,t__,0.011312206444260009,0.0036345666371350657,0.034644137584925426
G000023145,6.842079992317665e-05,0.059322033898305086,448,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium kroppenstedtii,t__,0.011312206444260009,0.0036345666371350657,0.034644137584925426
G000938285,6.842079992317665e-05,0.05508474576271186,5066,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP857,t__,0.011312206444260009,0.0036345666371350657,0.034644137584925426
G000007265,7.08215297450425e-05,0.05084745762711865,19,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus agalactiae,t__,0.011707050193543678,0.0038282566379817667,0.035227486927394344
G001536045,7.322225956690833e-05,0.07203389830508475,7083,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.012101753615665234,0.0040244194123207,0.03580808733719136
G000006865,7.442262447784126e-05,0.059322033898305086,7,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus lactis,t__Lactococcus lactis subsp. lactis,0.012299052716413073,0.00412339856509605,0.03609738624114098
G000508745,7.562298938877418e-05,0.1059322033898305,3661,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus sp. DORA_6_22,t__,0.012496316750233993,0.004222961196347418,0.03638603265607075
G000378725,7.68233542997071e-05,0.11016949152542373,2491,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus lacrimalis,t__,0.012693545722108013,0.00432309645247032,0.036674037445385665
G000312445,7.68233542997071e-05,0.11864406779661017,1994,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__Phocaeicola,s__Phocaeicola abscessus,t__,0.012693545722108013,0.00432309645247032,0.036674037445385665
G000160115,7.68233542997071e-05,0.11864406779661017,826,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,s__Shuttleworthia satelles,t__,0.012693545722108013,0.00432309645247032,0.036674037445385665
G000024225,7.68233542997071e-05,0.11440677966101695,484,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.012693545722108013,0.00432309645247032,0.036674037445385665
G001022195,7.802371921064003e-05,0.11016949152542373,5851,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella oxytoca,t__,0.012890739636936321,0.004423793799400198,0.036961411152795665
G000025565,7.802371921064003e-05,0.1016949152542373,531,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter cloacae,t__Enterobacter cloacae subsp. cloacae,0.012890739636936321,0.004423793799400198,0.036961411152795665
G000160535,7.922408412157296e-05,0.1694915254237288,830,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bergensis,t__,0.013087898499724249,0.004525043009653902,0.03724816401563422
G000694955,7.922408412157296e-05,0.09322033898305085,4171,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__Lelliottia amnigena,t__,0.013087898499724249,0.004525043009653902,0.03724816401563422
G000372405,7.922408412157296e-05,0.1016949152542373,2367,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.013087898499724249,0.004525043009653902,0.03724816401563422
G000006845,8.042444903250588e-05,0.1228813559322034,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria gonorrhoeae,t__,0.013285022315372208,0.004626834149849393,0.03753430597692723
G000763765,8.042444903250588e-05,0.09745762711864407,4733,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.013285022315372208,0.004626834149849393,0.03753430597692723
