gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000311825,2.8837509117741853e-05,0.0718562874251497,1970,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus grossensis,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G000321025,2.8837509117741853e-05,0.0658682634730539,2087,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus senegalensis,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G000188035,2.8837509117741853e-05,0.07784431137724551,1076,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pseudoporcinus,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G000154505,3.053383318349137e-05,0.059880239520958084,740,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoclostridium,s__[Clostridium] scindens,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000411555,3.053383318349137e-05,0.04790419161676647,2773,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. oral taxon 199,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000705255,3.053383318349137e-05,0.09580838323353294,4254,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter mucosalis,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000072485,3.053383318349137e-05,0.04790419161676647,584,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas maltophilia,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000227315,3.053383318349137e-05,0.08982035928143713,1373,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus indolicus,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000738775,3.053383318349137e-05,0.07784431137724551,4476,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus defluvii,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000011065,3.053383318349137e-05,0.041916167664670656,119,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides thetaiotaomicron,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G000469465,3.053383318349137e-05,0.09580838323353294,3452,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella bergeri,t__,0.0074387734777331405,0.0015234759857323948,0.03550506033048128
G001280145,3.223015724924089e-05,0.0718562874251497,6129,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Asanoa,s__Asanoa ferruginea,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000406785,3.223015724924089e-05,0.059880239520958084,2744,k__Bacteria,p__Chloroflexi,c__,o__,f__,g__,s__Chloroflexi bacterium oral taxon 439,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000154525,3.223015724924089e-05,0.059880239520958084,741,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides stercoris,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000711965,3.223015724924089e-05,0.059880239520958084,4301,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces israelii,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000739375,3.223015724924089e-05,0.0658682634730539,4480,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__Comamonas testosteroni,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000813185,3.223015724924089e-05,0.041916167664670656,4899,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium sp. MBES04,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000246925,3.223015724924089e-05,0.059880239520958084,1557,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus rhinitidis,t__,0.007850649526465081,0.0016657494865097953,0.03616801643395849
G000614355,3.392648131499042e-05,0.0658682634730539,3948,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas cangingivalis,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G000496735,3.392648131499042e-05,0.041916167664670656,3591,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methyloglobulus,s__Methyloglobulus morosus,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G000379925,3.392648131499042e-05,0.09580838323353294,2527,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas levii,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G001428865,3.392648131499042e-05,0.041916167664670656,6559,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Root241,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G900115315,3.392648131499042e-05,0.08383233532934131,10399,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga haemolytica,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G000169335,3.392648131499042e-05,0.09580838323353294,905,k__Bacteria,p__Cyanobacteria,c__,o__Oscillatoriales,f__Cyanothecaceae,g__Cyanothece,s__Cyanothece sp. CCY0110,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G000248015,3.392648131499042e-05,0.0658682634730539,1569,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Atlantibacter,s__Atlantibacter hermannii,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G000023205,3.392648131499042e-05,0.0718562874251497,449,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__Micrococcus luteus,t__,0.008262379586138957,0.001812054282280668,0.036826655829605495
G001746855,3.562280538073994e-05,0.059880239520958084,7851,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces hongkongensis,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G000973085,3.562280538073994e-05,0.05389221556886228,5252,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sneathia,s__Sneathia amnii,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G000204035,3.562280538073994e-05,0.059880239520958084,1197,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas diminuta,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G001553545,3.562280538073994e-05,0.09580838323353294,7141,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga haemolytica,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G000311865,3.562280538073994e-05,0.059880239520958084,1972,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus obesi,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G000262245,3.562280538073994e-05,0.08383233532934131,1646,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella bettyae,t__,0.008673963692274023,0.0019622095414124005,0.037481159418496085
G000176335,3.7319129446489456e-05,0.0658682634730539,976,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia goodfellowii,t__,0.009085401880390864,0.002116047301925352,0.03813169523205366
G000435035,3.7319129446489456e-05,0.04790419161676647,3262,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. CAG:1061,t__,0.009085401880390864,0.002116047301925352,0.03813169523205366
G001275135,3.7319129446489456e-05,0.10778443113772455,6106,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. 109,t__,0.009085401880390864,0.002116047301925352,0.03813169523205366
G000156435,3.7319129446489456e-05,0.07784431137724551,775,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces ghanaensis,t__,0.009085401880390864,0.002116047301925352,0.03813169523205366
G001941805,3.7319129446489456e-05,0.05389221556886228,9821,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter junii,t__,0.009085401880390864,0.002116047301925352,0.03813169523205366
G000735365,3.901545351223898e-05,0.07784431137724551,4449,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera ascorbata,t__,0.009496694186015509,0.0022734112220768356,0.03877841968147533
G000597805,3.901545351223898e-05,0.08383233532934131,3899,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter corcagiensis,t__,0.009496694186015509,0.0022734112220768356,0.03877841968147533
G000215745,3.901545351223898e-05,0.0658682634730539,1278,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__[Enterobacter] aerogenes,t__,0.009496694186015509,0.0022734112220768356,0.03877841968147533
G000008925,3.901545351223898e-05,0.05389221556886228,69,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus salivarius,t__,0.009496694186015509,0.0022734112220768356,0.03877841968147533
G000221605,4.07117775779885e-05,0.0658682634730539,1330,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. oral taxon 780,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G001596135,4.07117775779885e-05,0.04790419161676647,7366,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter sp. PAMC 26640,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G000162475,4.07117775779885e-05,0.059880239520958084,851,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella elegans,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G001457795,4.07117775779885e-05,0.08383233532934131,6795,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. SIT9,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G000367345,4.07117775779885e-05,0.04790419161676647,2336,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium xenophagum,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G001423845,4.07117775779885e-05,0.05389221556886228,6481,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf357,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G000174015,4.07117775779885e-05,0.08383233532934131,950,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G000158315,4.07117775779885e-05,0.11377245508982035,797,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium ulcerans,t__,0.009907840644614363,0.0024341554827808677,0.03942147865518493
G000784965,4.240810164373802e-05,0.10179640718562874,4817,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,s__Pantoea sp. PSNIH2,t__,0.010318841291838576,0.0025981438200368204,0.04006100848688212
G001292585,4.240810164373802e-05,0.059880239520958084,6160,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Candidatus Magnetomorum,s__Candidatus Magnetomorum sp. HK-1,t__,0.010318841291838576,0.0025981438200368204,0.04006100848688212
G001586165,4.410442570948754e-05,0.08383233532934131,7313,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,g__Obesumbacterium,s__Obesumbacterium proteus,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G000335475,4.410442570948754e-05,0.10179640718562874,2191,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__Cystobacter,s__Cystobacter fuscus,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G000769075,4.410442570948754e-05,0.10778443113772455,4779,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. COT-290 OH3588,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G000969835,4.410442570948754e-05,0.10179640718562874,5204,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__Parabacteroides goldsteinii,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G001025175,4.410442570948754e-05,0.041916167664670656,5855,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium breve,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G000982825,4.410442570948754e-05,0.05389221556886228,5313,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Cronobacter,s__Cronobacter sakazakii,t__,0.010729696163163438,0.002765248668695399,0.04069713681107141
G001642875,4.580074977523706e-05,0.05389221556886228,7570,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__,s__Planctomycetaceae bacterium FC18,t__,0.0111404052941253,0.0029353504026949154,0.04132998332328908
G000512205,4.580074977523706e-05,0.07784431137724551,3682,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sanxanigenens,t__,0.0111404052941253,0.0029353504026949154,0.04132998332328908
G001921215,4.580074977523706e-05,0.05389221556886228,9758,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinophytocola,s__Actinophytocola xinjiangensis,t__,0.0111404052941253,0.0029353504026949154,0.04132998332328908
G000568755,4.580074977523706e-05,0.0718562874251497,3853,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Borreliaceae,g__Borrelia,s__Borrelia coriaceae,t__,0.0111404052941253,0.0029353504026949154,0.04132998332328908
G001438885,4.7497073840986585e-05,0.10778443113772455,6718,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.011550968720263177,0.003108336658514479,0.04195966045653582
G000511775,4.7497073840986585e-05,0.12574850299401197,3678,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides pyogenes,t__,0.011550968720263177,0.003108336658514479,0.04195966045653582
G000195995,4.7497073840986585e-05,0.10778443113772455,1156,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Salmonella,s__Salmonella enterica,t__Salmonella enterica subsp. enterica,0.011550968720263177,0.003108336658514479,0.04195966045653582
G001559795,4.7497073840986585e-05,0.11377245508982035,7153,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus hongkongensis,t__,0.011550968720263177,0.003108336658514479,0.04195966045653582
G000154205,4.9193397906736106e-05,0.04790419161676647,730,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G000763095,4.9193397906736106e-05,0.05389221556886228,4725,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,s__Actinopolyspora erythraea,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G001876005,4.9193397906736106e-05,0.1437125748502994,9547,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium diphtheriae,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G000797445,4.9193397906736106e-05,0.059880239520958084,4842,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lacinutrix,s__Lacinutrix jangbogonensis,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G000159095,4.9193397906736106e-05,0.0718562874251497,811,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus tetradius,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G000979995,4.9193397906736106e-05,0.0658682634730539,5287,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.011961386477120972,0.003284101731073845,0.04258627398538125
G000950575,5.088972197248563e-05,0.04790419161676647,5089,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp. IHBB 11108,t__,0.012371658600245361,0.0034625460327948263,0.04320992356689833
G000799115,5.088972197248563e-05,0.0718562874251497,4848,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter glucosidilyticus,t__,0.012371658600245361,0.0034625460327948263,0.04320992356689833
G000827595,5.088972197248563e-05,0.11377245508982035,4973,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Necropsobacter,s__Necropsobacter massiliensis,t__,0.012371658600245361,0.0034625460327948263,0.04320992356689833
G000401515,5.258604603823514e-05,0.0658682634730539,2687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Piscirickettsia,s__Piscirickettsia salmonis,t__,0.012781785125185352,0.003643575607934848,0.04383070322632898
G000311745,5.258604603823514e-05,0.09580838323353294,1967,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus obesiensis,t__,0.012781785125185352,0.003643575607934848,0.04383070322632898
G000259095,5.5978694169734185e-05,0.0658682634730539,1626,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Citreicella,s__Citreicella sp. 357,t__,0.01360160152266443,0.004013040334493147,0.04506400330082168
G001813205,5.5978694169734185e-05,0.08383233532934131,9020,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. HMSC064B08,t__,0.01360160152266443,0.004013040334493147,0.04506400330082168
G000221145,5.7675018235483706e-05,0.11976047904191617,1326,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__[Propionibacterium] namnetense,t__,0.01401129146637703,0.004201312007917932,0.045676687333023505
G001514435,5.937134230123323e-05,0.1317365269461078,7050,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus thermophilus,t__,0.014420835954133016,0.00439184131872181,0.04628682935723828
G001594265,5.937134230123323e-05,0.09580838323353294,7361,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter actinomycetemcomitans,t__,0.014420835954133016,0.00439184131872181,0.04628682935723828
G000614065,6.106766636698274e-05,0.1437125748502994,3944,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella dentasini,t__,0.014830235021495053,0.0045845566965609374,0.046894501013335886
G000239275,6.276399043273227e-05,0.08982035928143713,1475,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Anaeroglobus,s__Anaeroglobus geminatus,t__,0.015239488704032578,0.004779390130472624,0.047499770381818296
G000515315,6.276399043273227e-05,0.08383233532934131,3709,k__Bacteria,p__Bacteroidetes,c__Chitinophagia,o__Chitinophagales,f__Chitinophagaceae,g__Asinibacterium,s__Asinibacterium sp. OR53,t__,0.015239488704032578,0.004779390130472624,0.047499770381818296
G000171775,6.276399043273227e-05,0.19161676646706588,923,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Gemmataceae,g__Gemmata,s__Gemmata obscuriglobus,t__,0.015239488704032578,0.004779390130472624,0.047499770381818296
G000164695,6.276399043273227e-05,0.09580838323353294,867,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.015239488704032578,0.004779390130472624,0.047499770381818296
G000018665,6.446031449848178e-05,0.1317365269461078,343,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,s__Delftia acidovorans,t__,0.01564859703731425,0.004976276925179986,0.048102702227500155
G000478985,6.446031449848178e-05,0.1497005988023952,3515,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus sp. BV3C26,t__,0.01564859703731425,0.004976276925179986,0.048102702227500155
G000156035,6.615663856423131e-05,0.11976047904191617,766,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Tyzzerella,s__Tyzzerella nexilis,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G000431415,6.615663856423131e-05,0.08982035928143713,3172,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius CAG:621,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G000210575,6.615663856423131e-05,0.08982035928143713,1225,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes shahii,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G001447195,6.615663856423131e-05,0.08383233532934131,6775,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Aquabacterium,s__Aquabacterium parvum,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G000146345,6.615663856423131e-05,0.07784431137724551,661,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus duerdenii,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G000380065,6.615663856423131e-05,0.15568862275449102,2534,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus massiliensis,t__,0.016057560056913278,0.005175155478465258,0.04870335822214587
G000213975,6.785296262998084e-05,0.1497005988023952,1253,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Centipeda,s__Centipeda periodontii,t__,0.016466377798406873,0.005375967077418678,0.0493017971482197
G000648515,6.954928669573036e-05,0.12574850299401197,4076,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter freundii,t__,0.016875050297372796,0.005578655711642965,0.04989807508567447
G000185505,6.954928669573036e-05,0.08383233532934131,1049,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Pseudoramibacter,s__Pseudoramibacter alactolyticus,t__,0.016875050297372796,0.005578655711642965,0.04989807508567447
G000312445,7.124561076147988e-05,0.16167664670658682,1994,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__,g__Phocaeicola,s__Phocaeicola abscessus,t__,0.01728357758933441,0.005783167901694336,0.050492245583403164
G000768955,7.124561076147988e-05,0.15568862275449102,4778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas crevioricanis,t__,0.01728357758933441,0.005783167901694336,0.050492245583403164
G001558935,7.294193482722938e-05,0.11377245508982035,7149,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__Citrobacter amalonaticus,t__,0.01769195970999471,0.005989452541433408,0.05108435981734555
G000712635,7.294193482722938e-05,0.11976047904191617,4310,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella xiamenensis,t__,0.01769195970999471,0.005989452541433408,0.05108435981734555
G000247895,7.633458295872843e-05,0.11377245508982035,1567,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Raoultella,s__Raoultella ornithinolytica,t__,0.018508288579588084,0.006407145750457231,0.05226261319134845
G001022135,7.633458295872843e-05,0.11976047904191617,5850,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera intermedia,t__,0.018508288579588084,0.006407145750457231,0.05226261319134845
G000007265,7.633458295872843e-05,0.0658682634730539,19,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus agalactiae,t__,0.018508288579588084,0.006407145750457231,0.05226261319134845
